ticker,period_end_date,calendar_frame,fiscal_year,fiscal_period,actual_revenue,forecast_revenue,variance,variance_pct,stock_price,best_method,forecast_type,changepoint_flag,variance_zscore,zscore_flag,anomaly_tier,pelt_penalty,z_threshold
WMT,2023-10-31,,2024.0,Q3,159439000000.0,158340368421.0526,1098631578.9473877,0.6938417473085252,54.470001220703125,LinearTrend,WalkForward_OutSample,False,-0.4,False,NORMAL,10.0,2.0
WMT,2024-01-31,,2024.0,Q4,171914000000.0,160195031578.94736,11718968421.052645,7.315438129101587,55.08333206176758,LinearTrend,WalkForward_OutSample,False,1.17,False,NORMAL,10.0,2.0
WMT,2024-04-30,,2025.0,Q1,159938000000.0,164077847619.0476,-4139847619.047608,-2.5230996622160817,59.34999847412109,LinearTrend,WalkForward_OutSample,False,-1.1,False,NORMAL,10.0,2.0
WMT,2024-07-31,,2025.0,Q2,167767000000.0,165127974025.97403,2639025974.0259705,1.5981701402155282,68.63999938964844,LinearTrend,WalkForward_OutSample,False,-0.12,False,NORMAL,10.0,2.0
WMT,2024-10-31,,2025.0,Q3,168003000000.0,167340671936.75888,662328063.2411194,0.3957962254934803,81.94999694824219,LinearTrend,WalkForward_OutSample,False,-0.34,False,NORMAL,10.0,2.0
WMT,2025-01-31,,2025.0,Q4,178830000000.0,169233481884.05795,9596518115.942047,5.670578900289148,98.16000366210938,LinearTrend,WalkForward_OutSample,False,0.96,False,NORMAL,10.0,2.0
WMT,2025-04-30,,2026.0,Q1,163981000000.0,172557970000.0,-8576970000.0,-4.970486150248522,97.25,LinearTrend,WalkForward_OutSample,False,-1.84,False,NORMAL,10.0,2.0
WMT,2025-07-31,,2026.0,Q2,175750000000.0,173116064615.3846,2633935384.615387,1.521485247754016,97.9800033569336,LinearTrend,WalkForward_OutSample,False,0.19,False,NORMAL,10.0,2.0
WMT,2025-10-31,CY2025Q3,2026.0,Q3,177769000000.0,175310598290.59833,2458401709.4016724,1.4023120868748489,101.18000030517578,LinearTrend,WalkForward_OutSample,False,0.17,False,NORMAL,10.0,2.0
WMT,2026-01-31,CY2025,2026.0,Q4,188913000000.0,177487023809.5238,11425976190.476196,6.437640310391575,119.13999938964844,LinearTrend,WalkForward_OutSample,False,1.26,False,NORMAL,10.0,2.0
WMT,2026-04-30,CY2026Q1,2027.0,Q1,175684000000.0,180906411330.0493,-5222411330.049255,-2.8868027902678275,131.92999267578125,LinearTrend,WalkForward_OutSample,False,-0.85,False,NORMAL,10.0,2.0
WMT,2026-07-31,CY2026Q2,2027.0,Q2,186100000000.0,182132280459.77008,3967719540.22992,2.1784823262597435,111.1999969482422,LinearTrend,WalkForward_OutSample,False,0.15,False,NORMAL,10.0,2.0
